"Market","date_char","Outcome","Back","Lay","Matched"
"2015 UK General Election - Most Seats","06/07/2014 00:14:01","Liberal Democrat",560,1000,NA
"2015 UK General Election - Most Seats","06/07/2014 15:55:22","Any Other",100,180,NA
"2015 UK General Election - Most Seats","06/07/2014 15:55:22","Conservative",2.08,2.12,NA
"2015 UK General Election - Most Seats","06/07/2014 15:55:22","Labour",1.93,1.95,NA
"2015 UK General Election - Most Seats","06/07/2014 15:55:22","Liberal Democrat",560,1000,NA
"2015 UK General Election - Most Seats","06/08/2014 10:53:09","Any Other",120,150,NA
"2015 UK General Election - Most Seats","06/08/2014 10:53:09","Conservative",2.2,2.22,NA
"2015 UK General Election - Most Seats","06/08/2014 10:53:09","Labour",1.85,1.86,NA
"2015 UK General Election - Most Seats","06/08/2014 10:53:09","Liberal Democrat",760,1000,NA
"2015 UK General Election - Most Seats","06/10/2014 12:05:19","Any Other",90,100,NA
"2015 UK General Election - Most Seats","06/10/2014 12:05:19","Conservative",2.32,2.36,NA
"2015 UK General Election - Most Seats","06/10/2014 12:05:19","Labour",1.76,1.78,NA
"2015 UK General Election - Most Seats","06/10/2014 12:05:19","Liberal Democrat",870,NA,NA
"2015 UK General Election - Most Seats","06/11/2014 11:37:18","Any Other",60,75,NA
"2015 UK General Election - Most Seats","06/11/2014 11:37:18","Conservative",2.22,2.26,NA
"2015 UK General Election - Most Seats","06/11/2014 11:37:18","Labour",1.85,1.87,NA
"2015 UK General Election - Most Seats","06/11/2014 11:37:18","Liberal Democrat",550,NA,NA
"2015 UK General Election - Most Seats","06/12/2014 09:39:27","Any Other",75,90,NA
"2015 UK General Election - Most Seats","06/12/2014 09:39:27","Conservative",2.12,2.14,NA
"2015 UK General Election - Most Seats","06/12/2014 09:39:27","Labour",1.92,1.93,NA
"2015 UK General Election - Most Seats","06/12/2014 09:39:27","Liberal Democrat",860,NA,NA
"2015 UK General Election - Most Seats","06/12/2014 12:40:51","Any Other",75,90,NA
"2015 UK General Election - Most Seats","06/12/2014 12:40:51","Conservative",2.12,2.14,NA
"2015 UK General Election - Most Seats","06/12/2014 12:40:51","Labour",1.92,1.93,NA
"2015 UK General Election - Most Seats","06/12/2014 12:40:51","Liberal Democrat",860,NA,NA
"2015 UK General Election - Most Seats","06/12/2014 14:46:02","Any Other",75,90,NA
"2015 UK General Election - Most Seats","06/12/2014 14:46:02","Conservative",2.1,2.14,NA
"2015 UK General Election - Most Seats","06/12/2014 14:46:02","Labour",1.92,1.94,NA
"2015 UK General Election - Most Seats","06/12/2014 14:46:02","Liberal Democrat",860,NA,NA
"2015 UK General Election - Most Seats","07/01/2015 17:14:51","Any Other",130,170,NA
"2015 UK General Election - Most Seats","07/01/2015 17:14:51","Conservative",2.08,2.12,NA
"2015 UK General Election - Most Seats","07/01/2015 17:14:51","Labour",1.93,1.94,NA
"2015 UK General Election - Most Seats","07/01/2015 17:14:51","Liberal Democrat",860,1000,NA
"2015 UK General Election - Most Seats","07/06/2014 00:00:36","Any Other",100,240,NA
"2015 UK General Election - Most Seats","07/06/2014 00:00:36","Conservative",2.12,2.18,NA
"2015 UK General Election - Most Seats","07/06/2014 00:00:36","Labour",1.86,1.93,NA
"2015 UK General Election - Most Seats","07/06/2014 00:00:36","Liberal Democrat",440,850,NA
"2015 UK General Election - Most Seats","07/06/2014 20:25:50","Any Other",100,180,NA
"2015 UK General Election - Most Seats","07/06/2014 20:25:50","Conservative",2.08,2.14,NA
"2015 UK General Election - Most Seats","07/06/2014 20:25:50","Labour",1.9,1.94,NA
"2015 UK General Election - Most Seats","07/06/2014 20:25:50","Liberal Democrat",440,850,NA
"2015 UK General Election - Most Seats","07/07/2014 10:04:39","Any Other",100,180,NA
"2015 UK General Election - Most Seats","07/07/2014 10:04:39","Conservative",2.08,2.12,NA
"2015 UK General Election - Most Seats","07/07/2014 10:04:39","Labour",1.93,1.95,NA
"2015 UK General Election - Most Seats","07/07/2014 10:04:39","Liberal Democrat",560,1000,NA
"2015 UK General Election - Most Seats","07/07/2014 11:58:35","Any Other",100,180,NA
"2015 UK General Election - Most Seats","07/07/2014 11:58:35","Conservative",2.08,2.12,NA
"2015 UK General Election - Most Seats","07/07/2014 11:58:35","Labour",1.93,1.95,NA
"2015 UK General Election - Most Seats","07/07/2014 11:58:35","Liberal Democrat",560,1000,NA
"2015 UK General Election - Most Seats","07/09/2014 11:08:02","Any Other",90,120,NA
"2015 UK General Election - Most Seats","07/09/2014 11:08:02","Conservative",2.36,2.42,NA
"2015 UK General Election - Most Seats","07/09/2014 11:08:02","Labour",1.74,1.76,NA
"2015 UK General Election - Most Seats","07/09/2014 11:08:02","Liberal Democrat",330,1000,NA
"2015 UK General Election - Most Seats","07/09/2014 22:41:09","Any Other",90,120,NA
"2015 UK General Election - Most Seats","07/09/2014 22:41:09","Conservative",2.38,2.42,NA
"2015 UK General Election - Most Seats","07/09/2014 22:41:09","Labour",1.74,1.75,NA
"2015 UK General Election - Most Seats","07/09/2014 22:41:09","Liberal Democrat",330,1000,NA
"2015 UK General Election - Most Seats","07/10/2014 09:27:52","Any Other",90,100,NA
"2015 UK General Election - Most Seats","07/10/2014 09:27:52","Conservative",2.32,2.36,NA
"2015 UK General Election - Most Seats","07/10/2014 09:27:52","Labour",1.77,1.78,NA
"2015 UK General Election - Most Seats","07/10/2014 09:27:52","Liberal Democrat",870,NA,NA
"2015 UK General Election - Most Seats","07/11/2014 11:51:00","Any Other",70,85,NA
"2015 UK General Election - Most Seats","07/11/2014 11:51:00","Conservative",2.12,2.14,NA
"2015 UK General Election - Most Seats","07/11/2014 11:51:00","Labour",1.92,1.93,NA
"2015 UK General Election - Most Seats","07/11/2014 11:51:00","Liberal Democrat",580,1000,NA
"2015 UK General Election - Most Seats","07/11/2014 16:08:58","Any Other",60,90,NA
"2015 UK General Election - Most Seats","07/11/2014 16:08:58","Conservative",2.12,2.14,NA
"2015 UK General Election - Most Seats","07/11/2014 16:08:58","Labour",1.92,1.93,NA
"2015 UK General Election - Most Seats","07/11/2014 16:08:58","Liberal Democrat",580,1000,NA
"2015 UK General Election - Most Seats","07/12/2014 19:02:15","Any Other",75,85,NA
"2015 UK General Election - Most Seats","07/12/2014 19:02:15","Conservative",2.12,2.14,NA
"2015 UK General Election - Most Seats","07/12/2014 19:02:15","Labour",1.91,1.93,NA
"2015 UK General Election - Most Seats","07/12/2014 19:02:15","Liberal Democrat",860,NA,NA
"2015 UK General Election - Most Seats","08/01/2015 15:14:28","Any Other",130,190,NA
"2015 UK General Election - Most Seats","08/01/2015 15:14:28","Conservative",2.1,2.12,NA
"2015 UK General Election - Most Seats","08/01/2015 15:14:28","Labour",1.92,1.93,NA
"2015 UK General Election - Most Seats","08/01/2015 15:14:28","Liberal Democrat",860,1000,NA
"2015 UK General Election - Most Seats","08/07/2014 09:21:54","Any Other",100,180,NA
"2015 UK General Election - Most Seats","08/07/2014 09:21:54","Conservative",2.08,2.12,NA
"2015 UK General Election - Most Seats","08/07/2014 09:21:54","Labour",1.93,1.94,NA
"2015 UK General Election - Most Seats","08/07/2014 09:21:54","Liberal Democrat",580,1000,NA
"2015 UK General Election - Most Seats","08/07/2014 13:28:30","Any Other",100,180,NA
"2015 UK General Election - Most Seats","08/07/2014 13:28:30","Conservative",2.08,2.12,NA
"2015 UK General Election - Most Seats","08/07/2014 13:28:30","Labour",1.93,1.94,NA
"2015 UK General Election - Most Seats","08/07/2014 13:28:30","Liberal Democrat",580,1000,NA
"2015 UK General Election - Most Seats","08/09/2014 09:42:53","Any Other",90,120,NA
"2015 UK General Election - Most Seats","08/09/2014 09:42:53","Conservative",2.38,2.42,NA
"2015 UK General Election - Most Seats","08/09/2014 09:42:53","Labour",1.74,1.75,NA
"2015 UK General Election - Most Seats","08/09/2014 09:42:53","Liberal Democrat",350,1000,NA
"2015 UK General Election - Most Seats","08/09/2014 22:55:15","Any Other",90,120,NA
"2015 UK General Election - Most Seats","08/09/2014 22:55:15","Conservative",2.38,2.4,NA
"2015 UK General Election - Most Seats","08/09/2014 22:55:15","Labour",1.74,1.75,NA
"2015 UK General Election - Most Seats","08/09/2014 22:55:15","Liberal Democrat",350,1000,NA
"2015 UK General Election - Most Seats","08/10/2014 08:50:04","Any Other",110,120,NA
"2015 UK General Election - Most Seats","08/10/2014 08:50:04","Conservative",2.26,2.3,NA
"2015 UK General Election - Most Seats","08/10/2014 08:50:04","Labour",1.79,1.81,NA
"2015 UK General Election - Most Seats","08/10/2014 08:50:04","Liberal Democrat",260,NA,NA
"2015 UK General Election - Most Seats","08/11/2014 09:41:25","Any Other",55,70,NA
"2015 UK General Election - Most Seats","08/11/2014 09:41:25","Conservative",2.12,2.14,NA
"2015 UK General Election - Most Seats","08/11/2014 09:41:25","Labour",1.93,1.94,NA
"2015 UK General Election - Most Seats","08/11/2014 09:41:25","Liberal Democrat",710,NA,NA
"2015 UK General Election - Most Seats","08/11/2014 14:55:32","Any Other",50,70,NA
"2015 UK General Election - Most Seats","08/11/2014 14:55:32","Conservative",2.16,2.18,NA
"2015 UK General Election - Most Seats","08/11/2014 14:55:32","Labour",1.9,1.91,NA
"2015 UK General Election - Most Seats","08/11/2014 14:55:32","Liberal Democrat",710,NA,NA
"2015 UK General Election - Most Seats","08/12/2014 00:02:34","Any Other",75,95,NA
"2015 UK General Election - Most Seats","08/12/2014 00:02:34","Conservative",2.1,2.12,NA
"2015 UK General Election - Most Seats","08/12/2014 00:02:34","Labour",1.93,1.95,NA
"2015 UK General Election - Most Seats","08/12/2014 00:02:34","Liberal Democrat",860,NA,NA
"2015 UK General Election - Most Seats","08/12/2014 10:39:34","Any Other",80,120,NA
"2015 UK General Election - Most Seats","08/12/2014 10:39:34","Conservative",2.1,2.14,NA
"2015 UK General Election - Most Seats","08/12/2014 10:39:34","Labour",1.92,1.95,NA
"2015 UK General Election - Most Seats","08/12/2014 10:39:34","Liberal Democrat",860,NA,NA
"2015 UK General Election - Most Seats","08/12/2014 17:44:30","Any Other",90,120,NA
"2015 UK General Election - Most Seats","08/12/2014 17:44:30","Conservative",2.1,2.14,NA
"2015 UK General Election - Most Seats","08/12/2014 17:44:30","Labour",1.92,1.93,NA
"2015 UK General Election - Most Seats","08/12/2014 17:44:30","Liberal Democrat",860,NA,NA
"2015 UK General Election - Most Seats","08/12/2014 22:20:23","Any Other",90,120,NA
"2015 UK General Election - Most Seats","08/12/2014 22:20:23","Conservative",2.1,2.14,NA
"2015 UK General Election - Most Seats","08/12/2014 22:20:23","Labour",1.92,1.93,NA
"2015 UK General Election - Most Seats","08/12/2014 22:20:23","Liberal Democrat",860,NA,NA
"2015 UK General Election - Most Seats","09/01/2015 09:47:32","Any Other",140,200,NA
"2015 UK General Election - Most Seats","09/01/2015 09:47:32","Conservative",2.08,2.12,NA
"2015 UK General Election - Most Seats","09/01/2015 09:47:32","Labour",1.93,1.94,NA
"2015 UK General Election - Most Seats","09/01/2015 09:47:32","Liberal Democrat",860,1000,NA
"2015 UK General Election - Most Seats","09/01/2015 20:11:30","Conservative",2.08,2.1,"752119"
"2015 UK General Election - Most Seats","09/01/2015 20:11:30","Any Other",140,190,"752119"
"2015 UK General Election - Most Seats","09/01/2015 20:11:30","Liberal Democrat",860,1000,"752119"
"2015 UK General Election - Most Seats","09/01/2015 20:11:30","Labour",1.93,1.94,"752119"
"2015 UK General Election - Most Seats","09/06/2014 21:16:54","Any Other",110,170,NA
"2015 UK General Election - Most Seats","09/06/2014 21:16:54","Conservative",2.06,2.12,NA
"2015 UK General Election - Most Seats","09/06/2014 21:16:54","Labour",1.92,1.96,NA
"2015 UK General Election - Most Seats","09/06/2014 21:16:54","Liberal Democrat",430,840,NA
"2015 UK General Election - Most Seats","09/08/2014 09:59:05","Any Other",110,150,NA
"2015 UK General Election - Most Seats","09/08/2014 09:59:05","Conservative",2.18,2.22,NA
"2015 UK General Election - Most Seats","09/08/2014 09:59:05","Labour",1.85,1.87,NA
"2015 UK General Election - Most Seats","09/08/2014 09:59:05","Liberal Democrat",770,1000,NA
"2015 UK General Election - Most Seats","09/08/2014 20:48:59","Any Other",110,150,NA
"2015 UK General Election - Most Seats","09/08/2014 20:48:59","Conservative",2.2,2.22,NA
"2015 UK General Election - Most Seats","09/08/2014 20:48:59","Labour",1.84,1.86,NA
"2015 UK General Election - Most Seats","09/08/2014 20:48:59","Liberal Democrat",770,1000,NA
"2015 UK General Election - Most Seats","09/10/2014 13:24:05","Any Other",95,110,NA
"2015 UK General Election - Most Seats","09/10/2014 13:24:05","Conservative",2.28,2.3,NA
"2015 UK General Election - Most Seats","09/10/2014 13:24:05","Labour",1.81,1.82,NA
"2015 UK General Election - Most Seats","09/10/2014 13:24:05","Liberal Democrat",1000,NA,NA
"2015 UK General Election - Most Seats","09/11/2014 09:36:27","Any Other",55,65,NA
"2015 UK General Election - Most Seats","09/11/2014 09:36:27","Conservative",2.14,2.16,NA
"2015 UK General Election - Most Seats","09/11/2014 09:36:27","Labour",1.92,1.93,NA
"2015 UK General Election - Most Seats","09/11/2014 09:36:27","Liberal Democrat",710,1000,NA
"2015 UK General Election - Most Seats","09/11/2014 13:24:31","Any Other",55,70,NA
"2015 UK General Election - Most Seats","09/11/2014 13:24:31","Conservative",2.12,2.16,NA
"2015 UK General Election - Most Seats","09/11/2014 13:24:31","Labour",1.93,1.94,NA
"2015 UK General Election - Most Seats","09/11/2014 13:24:31","Liberal Democrat",710,1000,NA
"2015 UK General Election - Most Seats","09/12/2014 17:26:49","Any Other",90,100,NA
"2015 UK General Election - Most Seats","09/12/2014 17:26:49","Conservative",2.12,2.14,NA
"2015 UK General Election - Most Seats","09/12/2014 17:26:49","Labour",1.91,1.92,NA
"2015 UK General Election - Most Seats","09/12/2014 17:26:49","Liberal Democrat",860,NA,NA
"2015 UK General Election - Most Seats","10/01/2015 10:57:54","Liberal Democrat",860,1000,"752131"
"2015 UK General Election - Most Seats","10/01/2015 10:57:54","Labour",1.93,1.94,"752131"
"2015 UK General Election - Most Seats","10/01/2015 10:57:54","Conservative",2.08,2.1,"752131"
"2015 UK General Election - Most Seats","10/01/2015 10:57:54","Any Other",140,190,"752131"
"2015 UK General Election - Most Seats","10/06/2014 08:10:39","Any Other",110,170,NA
"2015 UK General Election - Most Seats","10/06/2014 08:10:39","Conservative",2.06,2.12,NA
"2015 UK General Election - Most Seats","10/06/2014 08:10:39","Labour",1.92,1.96,NA
"2015 UK General Election - Most Seats","10/06/2014 08:10:39","Liberal Democrat",440,840,NA
"2015 UK General Election - Most Seats","10/06/2014 20:51:57","Any Other",110,180,NA
"2015 UK General Election - Most Seats","10/06/2014 20:51:57","Conservative",2.02,2.12,NA
"2015 UK General Election - Most Seats","10/06/2014 20:51:57","Labour",1.92,2,NA
"2015 UK General Election - Most Seats","10/06/2014 20:51:57","Liberal Democrat",440,840,NA
"2015 UK General Election - Most Seats","10/07/2014 10:10:07","Any Other",100,170,NA
"2015 UK General Election - Most Seats","10/07/2014 10:10:07","Conservative",2.08,2.12,NA
"2015 UK General Election - Most Seats","10/07/2014 10:10:07","Labour",1.93,1.95,NA
"2015 UK General Election - Most Seats","10/07/2014 10:10:07","Liberal Democrat",590,1000,NA
"2015 UK General Election - Most Seats","10/07/2014 22:37:41","Any Other",100,180,NA
"2015 UK General Election - Most Seats","10/07/2014 22:37:41","Conservative",2.1,2.12,NA
"2015 UK General Election - Most Seats","10/07/2014 22:37:41","Labour",1.92,1.94,NA
"2015 UK General Election - Most Seats","10/07/2014 22:37:41","Liberal Democrat",590,1000,NA
"2015 UK General Election - Most Seats","10/08/2014 22:15:21","Any Other",95,150,NA
"2015 UK General Election - Most Seats","10/08/2014 22:15:21","Conservative",2.18,2.22,NA
"2015 UK General Election - Most Seats","10/08/2014 22:15:21","Labour",1.85,1.87,NA
"2015 UK General Election - Most Seats","10/08/2014 22:15:21","Liberal Democrat",770,1000,NA
"2015 UK General Election - Most Seats","10/09/2014 00:12:04","Any Other",90,95,NA
"2015 UK General Election - Most Seats","10/09/2014 00:12:04","Conservative",2.38,2.4,NA
"2015 UK General Election - Most Seats","10/09/2014 00:12:04","Labour",1.74,1.75,NA
"2015 UK General Election - Most Seats","10/09/2014 00:12:04","Liberal Democrat",350,1000,NA
"2015 UK General Election - Most Seats","10/09/2014 16:12:16","Any Other",90,120,NA
"2015 UK General Election - Most Seats","10/09/2014 16:12:16","Conservative",2.28,2.3,NA
"2015 UK General Election - Most Seats","10/09/2014 16:12:16","Labour",1.79,1.8,NA
"2015 UK General Election - Most Seats","10/09/2014 16:12:16","Liberal Democrat",360,1000,NA
"2015 UK General Election - Most Seats","10/09/2014 19:32:07","Any Other",90,120,NA
"2015 UK General Election - Most Seats","10/09/2014 19:32:07","Conservative",2.28,2.3,NA
"2015 UK General Election - Most Seats","10/09/2014 19:32:07","Labour",1.8,1.81,NA
"2015 UK General Election - Most Seats","10/09/2014 19:32:07","Liberal Democrat",390,1000,NA
"2015 UK General Election - Most Seats","10/11/2014 11:12:19","Any Other",55,65,NA
"2015 UK General Election - Most Seats","10/11/2014 11:12:19","Conservative",2.18,2.22,NA
"2015 UK General Election - Most Seats","10/11/2014 11:12:19","Labour",1.89,1.91,NA
"2015 UK General Election - Most Seats","10/11/2014 11:12:19","Liberal Democrat",740,1000,NA
